TESTIMONIAL_ID,SENTENCE_ID,SENTENCE,POS_SENTIMENT
609838,2,Good size for multi day use,1
1596932,0,It is very easy to keep things organized,1
1054347,0,Great organizational tool,1
1151748,0,The material is quality and light weight,1
1720844,2,They should have been made from one continuous strap of leather,0
1431429,0,Second the zipper on the front large compartment only unzips horizontally to the the radius of the transition to vertical portion of the zipper,0
1462195,1,I was looking for an overnight bag with room for my laptop,0
1793078,2,I love this bag durable cute and easy to organize,1
1804711,2,This is truly and excellent product,1
1518017,3,The wallet is well designed has a good number of pocketsslots for cards etc,1
227217,1,very smart design,1
1783916,2,High quality product,1
1126333,0,These keep items neat and compact in your dresser,1
1583369,3,Very bold color of blueaqua,0
1414481,1,Nice bag good size and great looking,1
1700117,6,Great set of very lightweight storage bags,1
1700117,17,Very well designed solid construction ample room for passport and many additional items,1
1240897,1,This wallet is well made and durable,1
1803872,1,It needs to be an inch or so taller as folders and other items just barely fit,0
578923,2,It is a fantastic bag for all weather either for daily work or travel,1
849763,0,This bag rolls very wellalways smooth,1
1820006,0,Great wallet fits in my pocket easily and holds everything I need on a daily basis,1
1642441,0,A good size and like how it rolls,1
1533285,0,Very pleased with the item and the transaction,1
538014,4,The leather is soft but durable very pleasing to look at and easy to carry,1
1350863,0,Its the perfect size for any plane,1
1112543,3,Good choice for permanent identification of your bag,1
408529,0,It looks great and is very comfortable using one or both straps,1
140128,1,This wallet is very durable convenient,1
1715377,3,I am extremely disappointed in this credit card holder,0
1507484,1,I love that it zips closed so that placing the bag in an overhead compartment or under the seat in front of you on an airplane keeps my items contained,1
1525824,0,There's even a hidden water bottle pocket tucked into the back panel,1
189214,1,It is very easy to open and close even with the bag hanging from your shoulder,1
1423253,1,Very roomy and easy to travel with,1
1457795,0,Very useful for traveling and day hikes,1
1687715,4,Overall a great product for any traveler,1
1147619,3,The elastic band was comfortable even for someone of my size,1
444284,1,This wallet has plenty of card slots and holds up to daily abuse very well,1
1367093,0,It is very well constructed and designed,1
1649087,3,This is a beautiful looking bag and is very functional and roomy,1
1213142,0,It has a nice outside pocket,1
1235352,0,The leather is thick and soft natural and rich,1
1490360,2,This is a wonderful product to lock items to a secure place,1
1802192,7,The lower compartment holds a sandwich container a 16oz food Thermos and a large rectangular food container,1
1446734,1,This is the perfect gym aplenty of pockets to organize everything and it fits inside a locker,1
1804267,0,This bag is an incredible value,1
1599976,0,Its perfectly fine for storage but if I needed frequent access to my CDs I couldnt rely on the pockets to last too long,0
1136321,0,The zipper pocket in the rear could be a little more roomy it can only hold a few flat sheets of paper,0
1356119,0,Super great quality,1
1668837,1,Lots of pockets especially loved the water bottle end pockets,1
1739828,1,very nice bag smaller than I envisioned but leather is great,0
1764455,2,It is a great little organizer for vitamins medications etc,1
1512026,0,Prefer previously purchased CD CD Organizer better quality,0
526897,0,I love how it comes with a removable padded pouch for the laptop already so you dont have to buy a bag for your bag,1
1380199,1,Very nice item well constructed,1
759849,0,Excellent construction and ease of use,1
1708426,0,Cons zipper outer front compartment wasn't user friendly with smaller items,0
626660,0,They are too big for a pocket and many zippered compartments in purses,0
764097,1,Well organizedprovides safety for your cameraallows you to store camera materials in extra pocketsone well spent,1
869075,6,Very limp fabric,0
920755,1,Very beautiful bag good quality leather fits my daughter's laptop perfectly,1
1136482,8,But the leather is beautiful feels really soft and supple and the bag itself is roomy enough for a decent size notebook along with a medium laptop a water bottle umbrella full size ladies' wallet and other incidentals,1
1176685,0,It has one side pocket with one zipper to access and one large center storage area,0
1244222,1,I love that two zippers lock the main compartment and the front pouch,1
1195023,2,The upper zipper compartment does not hold it's shape,0
1205100,1,Good quality zippers,1
1307407,1,Outer pouch perfect for accessing zippocket liquids when going through airport screening,1
1254328,0,These medium size packing cubes are the perfect size for me to pack shorts tee shirts nicer shirts in my suitcase I roll all of my shirts,1
1289758,6,It has a firm durable bottom,1
1254031,0,The inside is very roomy and has great pockets for all her stuff,1
1334419,0,This bag is cute I bought the pink tribal design and it is durable,1
1384158,1,I put pens and pencils in the top sunglasses pocket for easy access since I dont really wear sunglasses to class,1
1364111,0,Best work bag ever This bag is just the right size for organizing everything,1
1327737,2,A great buy,1
1336064,0,tons of room for books and file folders and lap top place for water bottle nice fabric great padding will purchase again,1
1442587,3,Space for big binder,1
1399902,5,I use the top pocket either for dry goods and plastic ware andor my SLR camera,1
1416439,0,it is light weight,1
1435224,2,It fit under the seat on the plane and hooked over the extended handle of my luggage,1
1399408,0,The super be is durable stuffable and machine washable,1
1462841,1,I love this Majority Tote It is beautifully made of quality leather,1
1477223,2,The inside zipper pocket will hold my cash,0
1482741,0,The dark brown leather looks great and the craftsmanship was perfect,1
1570614,1,They are wide and sturdy resulting in a comfortable ride,1
1551470,0,There isn't much as far as organization it has an inner mesh pocket along the lid and a removable pouch,0
1650644,0,the perfect size for most clothing items,1
1662505,1,Nice little bag Great for storing my flat iron and hair products while traveling,1
1635453,0,It is roomy attractive lightweight and easy to maneuver,1
1684894,2,The eBags packing cubes are wellmade and a perfect addition to my fulfill my travel organization needs,1
1689193,0,This backpack seems very durable and good quality,1
1703717,3,It's a great piece of luggage,1
1699682,0,Good leather kit,1
1798087,0,This bag was a little too bulky for my needs,0
1778876,2,Use this as a First Aid pouch attached to a bigger molle backpack,1
1772165,2,The leather is a nice balance between supple and sturdy,1
1818406,1,Sturdy construction and top handle,1
1816976,14,I had to use a bungee cord to wrap my laptop bag around the extended handle to keep it in place,0
1820582,3,Doesn't add much weight to the laptop,1
1808293,21,High Sierra makes a great durable bag,1
1773991,7,Lots of room for my wallet cell phone extra charging battery and extras,1
1417262,2,In the main compartment I was able to fit a slim cube containing 2 pairs of dressy flats and a large cube containing get this 8 tops 4 cardigans 1 poncho sweater 3 or pants and 3 dresses,0
1702455,4,The inside is very well organized with pockets and more pockets,1
1519913,1,Also I like the feature that protects my chipped credit cards and passport,1
1202172,4,I 510 145 and I take a size 4 or 6 on top depending on the brand,0
1673940,3,A well made and nicely padded laptop bag,1
572368,0,It could use for a few more little pockets inside the front pouch but otherwise it feels durable zippers included and it looks pretty clean,0
1092209,1,Folds easily pliable and light weight,1
1382836,2,There is a nice phone pocket too,1
112306,2,A real water bottle pouch the pullout pouch is essentially nonfunctional,0
1550313,1,This is a great work bag,1
1231026,4,An important fact is that the fabric is water resistant,1
1368658,0,The pouches for credit cards are too small if you want to take more than 6 cards,0
1563452,3,Has so many different pockets to really organize your travel needs,1
550275,1,The illness is needed for tablet but I would trade an inch for more width so digging for stuff is easier,0
1535169,0,This was worn cross body with my hand on the bag itself,0
1575209,7,I decided to do some research on my 3rd replacement bag that fit the following specs flexible material water resistant multiple pockets fits carryon size requirements option to carry a laptop and no wheels luggage with wheels tend to be singled out for checking in on crowded flights,0
1655447,0,This bag has a great organizational design and good capacity for a couple of days travel,1
1657530,3,It is made of nice quality heavy leather all over even on the back and full straps,1
1622299,7,Overall I find it is a great size is very wellorganized flexible assortment of pockets and dividers holds a pretty amazing amount of stuff and is easy to maneuver around,1
1628869,6,I like the pockets how easily it rolls and how light weight it is,1
1244361,4,The initial crack was 2 inches in length and exposed the inner line,0
1678344,1,Excellent little organizer handbag,1
538035,1,Good bag but needs better wheels,1
261235,0,Very comfortable to carry,1
1815018,1,Converts to briefcase one you store shoulder straps and use side handle Water bottle pocket was a real plus used it several times Dedicated compartment for power cables etc Slips over luggage for ease of transport Stand on its own upright which i found useful Business or casual works equally well for both Bad points Plastic clips on straps Nothing really of note at this early point use I a fan,1
1197462,1,Several seams are splitting and the handle attachment and shoulder straps are also pulling apart,0
591762,0,The only thing I wish it had was a zipped side pocket for the power cords that you often carry computer and cell phone in place of one of the mess water bottle pockets,0
1688184,0,Great organization I'm still using for everyday use,1
1455189,0,The strap can be adjusted easily no buckle to open and is securely stitched to the bag,1
1431529,5,This is an extremely well made bag,1
1591460,7,On the inside one side zips and the other has flaps and a small zipper compartment so theres no real top to it and you pack both sides,1
1794588,9,I also like the adjustable handle,1
1823820,0,sturdy well made almost too roomy,1
1240250,2,Stylish practical and affordable,1
1058757,0,This is an excellent product,1
1437929,2,This bag is just what I was looking for it handles a 17 inch laptop in its own padded back compartment with two other separate zippered compartments to utilize the main portion of the bag,1
1441533,3,I can add my accessory pouches markers speaker remote etc to thr upper part of the bag with my iPad computer and files without stuffing the case do full it wont fit under the seat in front of me,0
1765265,1,This is the perfect business card case,1
1590947,0,great size and product,1
1822591,4,Very nice bag,1
1202498,8,Beautiful bag soft leather and lots of pockets to stay organized,1
1318076,1,It's great for gathering up toiletries and last minute items,1
1603178,2,This bag has the perfect amount of compartments without being cumbersome,1
1654730,0,The zippers work great and the mesh pocket is still in tact after 6 months of school use,1
1311046,1,One side is packed with toiletry items chapstick handlotion hand sanitizer etc,0
812617,2,This bag is top notch,1
1651558,2,Very nice bag,1
224776,0,The bag works well for everyday use,1
821135,3,The slim size is great for those small items,1
1273283,0,For an upcoming trip to Central America I needed a smaller bag w multiple pockets and big capacity,0
1789123,5,It also can be worn as a back pack with the very sturdy straps when the weight is much less,1
1633934,0,Love my bag heavy duty fits all of my things in there,1
1416420,2,This is a great gym bag holds everything I need,1
1818633,0,The only downside I have with the bag is the zippers,0
1369367,0,It is a beautiful bag,1
1110764,2,It is a really useful bag,1
1518123,12,The nylon is not as nice as my microfiber large healthy back bag but it is perfect for weekend use,0
1344572,0,Love this backpack perfect organization and size,1
1638627,0,The panel with credit card slots and pen holder was sewn in upside down so they could not be used,0
1791601,4,These 2 bags fit enough for everything need to check luggage,0
1431537,3,Not intended to be visually striking this bag is lightweight but durable with plenty of thoughtfully placed compartments an pockets,1
1431537,5,Awesome it's very versatile and makes packing very easy,1
1511940,0,Sporty compact good material,1
943864,0,It has ample space to carry my laptop iPad noise canceling headphones Chargers cables and a change of clothes when needed,1
1120253,0,I have this in the pink flower colors are beautiful leather is soft you have many compartments even a zippered compartment for change I can even fit my Samsung 111 with case in compartment,1
1766863,0,This luggage is great quality with excellent design,1
1807992,0,It is a good size for his notquite 5 foot frame,1
1412334,2,This is a great bag,1
1167557,2,Very big and sturdy,1
1592863,0,Love the leather quality and red color,1
1544748,1,Great light weight suitcase for the big shopper,1
1527179,2,It also has an attractive fabric lining with interior pockets,1
1758592,13,Great for organizing packing and very light weight,1
1331128,0,This is a big cheerful very lightweight easy kind of bag,1
1706506,2,Unique design and fantastic warranty,1
1469143,1,I did hot glue the bottom seam of the back flap for an extra pocket for my kindle which works perfectly if that could be made to either zip closed open for over the luggage handle would be an idea,0
1413898,0,I can fit lots into it small binoculars scanner one headset camera cell phone ear plugs tickets etc,1
1781970,4,Bright colorful unique easy to use,1
1809783,11,Fits great inside luggage,1
1713921,9,I really like all the credit card holders and the pocket with the see thru opening for stamps and stuff,1
1671919,1,Very durable fabric and easy to clean,1
1546681,0,Very handy for everyday use,1
1523724,0,Good gym bag,1
1337954,5,Perfect leather backpack for small computer tablet and other items,1
1496856,0,When I use packing cubes I have tons of extra space,1
1699165,6,Very nice It would hold a tablet but not a laptop,1
928614,1,It is very durable and comfortable,1
1367570,0,Lots of separate areas for easy access,1
1263894,1,The strap on this bag is really really long And there are not enough holes to shorten it,0
1319122,0,These bags are quick and easy to use and really save space,1
1429094,0,Positive experience with bag,1
1815803,4,Its sturdy waterproof in case you dump a cup coffee or a juice box in the trash section your tissues arent soaked and is a convenient way to organize trash tissues water bottles wipes and other necessities,1
1100803,2,great wheels holds everything i need for over a week fits easily in overhead compartment cleans up easy durable dig the light fabric color interiors to make things visible,1
1011945,0,I lowered the pricevalue one star because the stitching and interior does feel as durable as the outside materials and stitching,0
1573137,1,Mesh covering facilitates easy identification,1
1759783,2,Very Nice easy to handle holds a lot of items,1
1257401,1,It's a lovely looking bag,1
1571031,1,Very thoughtful layout and design,1
1364567,5,Very durable easy to carry on either shoulder,1
1796173,0,Overall bag is well made,1
1687044,0,It has nice pockets on the inside and is perfect for weekendweek travel,1
1724376,2,The compartments are well defined and secure,1
1802286,2,This purse has more than enough room for daily use,1
1067758,1,Also the 4 bags are packed inside a small zippered bag that has one mesh side and can be used as an additional small organizing bag itself,0
321529,0,This bag works exceptionally well commuting in the city and fits easily under a seat or in the overhead during my frequent air travel,1
1653495,2,It was also easy to carry because it folded up so nicely and had easy to grip handles,1
1336563,6,Second side pocket is almost unable,0
1728503,3,I can carry my laptop mouse A line etc as well as some files AND my lunch all in this bag,1
1606037,22,light weight is perfect for me,1
836122,9,A great backpack for the price,1
1820744,0,"One negative item is the front metal plate ""ClarkMayfield"" is very crooked",0
1525554,1,The bag is extremely well designed with ample room for files laptop and ipad,1
1682253,1,It is light weight and folds flat for storage,1
1401844,0,Lightweight organizational perfect packing tools,1
1297011,2,This is my second bag,0
1423068,2,This is a great carry on bag,1
443688,1,The set and leopard print is GREAT,1
1700115,8,It has nice storage space and lots of useful pockets but I ultimately liked the Mountainsmith Red Rock 25 Liter Backpack better,0
961444,3,Only one interior pocket but works for a roomy work tote,0
1798528,0,I love the front organizer pocket,1
1735407,0,This bag is just the right size and weight,1
1550803,3,Light weight bag that is the perfect carryon size,1
1803101,1,I also liked the strap,1
1341973,3,This is the best looking and most functional camera gear bag I've ever used,1
1462449,3,Handles are a bit short for carrying as a shoulder bag but double otherwise a great bag,1
1428347,7,This is a perfect size and a beautiful little bag,1
1774947,5,Excellent quality very functional,1
1087703,1,Nice looking bag with plenty dividers but a bit small for work load items,0
1295751,2,The strap that slides over the extended handle of my luggage is too narrow,0
1512553,6,Good size great handles overall wonderful bag for laptop files etc,1
1387805,3,Excellent design features,1
1759406,4,Great bag use for ski boots on the two side pockets nice top opening to store ski pants gloves goggles hats etc,1
1176939,0,We also purchased two matching backpacks,0
1725629,2,The bottom and back are reinforced with a plastic panel but the side is not,0
1800789,6,The compartments are easily accessible and the pockets have the perfect size space for my needs,1
1782656,3,Very satisfied with the messenger bag,1
1459851,0,A larger purse that doesnt overwhelm with its size I love the vertical design the soft leather the pockets the style,1
1810377,0,This is a great product,1
1728692,0,The handles are a real plus,1
1280218,1,Would be great if I could fit a packing cube in there right Also the main pouch only opens partially,0
1661812,9,I feel safer traveling with my new RFID wallet,1
1812171,1,It packs without taking much room in my luggage and is so easy to use when traveling,1
1738321,1,Love the convenience of the extra battery to charge my phone and my personal wifi device on travel,1
1712988,0,Light weight and compact,1
314778,1,The cubes make travel organization so much easier,1
1572701,2,Too tall when placed on top of my 24 Samsonite hard case spinner,0
1478721,0,It could be perfect with just two or three more inches of width and a zippered middle pocket,0
1725039,0,I carry a luggage strap along with the it because the expandable suitcase is very flimsy and the luggage strap secures its contents,0
1744246,0,A beautiful wallet,1
1370170,6,The shoulder strap broke within 5 min the metal attachment bent but the bag was full with 55 lbs of stuff,0
1320034,2,Perfect items I got this pack along with the slim packing cubes to make my travel much more organized,1
1580662,1,well organized easy to manuever good looking bag,1
1813206,4,Too small to fit credit card drivers license,0
1445724,0,Very cool bag,1
1687037,0,Excellent quality and very handy for travel,1
1817093,0,The TLS Professional Slim Laptop Backpack is the most intelligently designed backpack in the market,1
1577349,0,The customizable combination lock is a nice touch too,1
229286,2,The multiple pockets allow for easy organization,1
1808781,3,Best backpack great value,1
315249,4,And the back pocket is not there,0
1773237,7,Excellent case sturdy and very well crafted,1
485891,0,Leather is very high quality,1
766663,2,The four outside zipper pockets were great for organization with the back one especially good for securely carrying money and my passport,1
782036,0,It holds bills securely in place but still allows easy removal from the clip when you so desire,1
1207884,0,Great tagperfect size and shape,1
1315901,1,This is a great bag,1
1382150,2,Good tough item,1
1415835,4,Did I mention that the material seems super durable and the zippers glide easily The case is super light and glides so easily,1
1408295,0,I love there packing cubes,1
1402650,3,Beautiful stylish classy elegant and very professional,1
1416568,2,Would have preferred a sturdier liner with pockets in heavy mesh,0
1512014,1,The various colors and sizes really help too,1
1609123,4,Needed something durable to pack lots of stuff in,1
1546235,0,Hold large phone and checkbook,0
1653374,0,Small size fits nicely into overhead,1
1650706,3,The locks are great use or not,0
1654469,2,Great value durable and you can pack a bunch into it,1
1661549,0,There is no way to change the strap as it is fixed to the bag unlike standard laptop bags which you still have the choice to change the strap,0
1743192,3,The fabric is excellent for the wear and tear of everyday or occasional use,1
1731834,2,A beautiful bag that is the perfect size to fit easily on my back,1
1795751,1,It is quite durable similar material to the ballistic nylon of the timbuk2 bags has a structured body it isnt floppy it stands up when you set it down and has great pockets for organizing your life,1
1779494,4,This is my first bag with spinner wheels and I love them,1
1794737,4,12 credit card pockets for IDs cards security cards and other plastic cards essential in modern life,0
1792226,0,It is very durable and nice looking piece of luggage too,1
1819813,0,love the bag great size and look,1
1813874,5,Good looking and durable leather bag,1
1813874,14,Well designed storage,1
1819172,2,There's even a small zipper pocket in the side that fits my Verizon Mimi,1
236583,1,Its very comfortable to carry and wear over my shoulder,1
1599332,2,The large spinning wheels make a world of a difference,1
590044,0,Very useful for packing items that are used frequently during a trip,1
693450,5,very comfortable to carry,1
1494767,4,I love the slim design for a crossover bag,1
1790972,0,So I still don't have the perfect lightweight medium size purse for travel,0
1689553,2,The handle strap on the back makes it easy to pick up and put on a carry on over the handles,1
1282270,1,There are plenty of compartments within the backpack perfect for holding her water bottle cell phone keys student ID bus pass even her lunch pack and her extra sweater We are extremely pleased Thank you eBags,1
1610040,0,Excellent product for travel,1
1813299,0,Overall its a nice bag,1
1179926,2,Love this bag so durable and organized,1
1704998,0,Both have great leather and designs,1
831081,3,This has fully replaced my Army issue boonie hat,1
1794610,1,Lightweight durable and convenient with room for bills and change but still thin enough to put in my inside jacket pocket,1
1165657,0,A few things I'd maybe like to see different are the size of the laptop pocket and the layout of the front organizer,0
1461513,0,The laptop pocket is huge which is both good and bad,0
1819716,7,The quick access pocket is great for passports wallet and boarding pass if you have to print it,1
1335836,0,I liked it but wished it had 4 wheels and the top zipper compartment would not go through to the inside compartment,0
1686783,0,The bag is very durable and has ample room for all of your camera belonging,1
728525,1,This is a great carry on bag,1
766259,0,Excellent way to storeorganize credit cards and 2,1
644218,2,It really is a wonderfully designed bag,1
1558696,0,Very good bag for school,1
1716441,1,Good quality bag cute print is the perfect size for my 3 year old,1
1805935,7,The contents will shape the outside of the bag and not the other way around,0
1546437,1,The material and stich along the zipper and seams are not strong enough,0
1509794,0,This bag construction is well made with lots more room than expected,1
693999,1,Without protective case Samsung S5 too tall for flap to snap in place,0
1412710,2,It is pretty durable the material is strong,1
1757240,2,Love that I can hook it to my checked rolling bag,1
1573676,1,Another great bag from eBags,1
1795743,5,The inside cloth is very beautiful as well,1
1679693,6,VERY GOOD SUNGLASSES,1
1767005,7,This was my first experience with packing cubes,0
364937,2,Very practical slim eyeglasses case Nice leather,1
1095678,0,I really like the design and shape of this backpack rounded and the spacious main compartment,1
1787925,0,I like the removeable section,1
1799420,0,The main compartment can hold a tablet and there are several other zippered areas and inside pockets,1
1497987,1,Great bag to keep all electronic stuff organized,1
1551544,3,Theres also an interior velcro looper strap that holds the laptop snugly in place,1
1551544,7,This is a really nice looking bag,1
1657462,2,They're durable fashionable and organized,1
1458087,1,The size of the bag is way too small to be a practical usable diaper bag,0
1680639,4,Love this suitcase Worked excellent on my recent cruises very easy to find on the carousel with the purple color The spinner wheels are perfect,1
1579956,13,The bag is durable lightweight and well thought out,1
1286388,0,Some bags have too many compartments and pockets My one suggestion would be to make the top zipper compartment a bit longer for more easy access,0
1353103,0,nice bag and the durability is outstanding,1
1512985,1,Very light weight and durable,1
689511,3,Also the interior lining is a bit scratchy,0
105756,4,Very durable and very roomy,1
1657604,0,I wanted a stylish yet durable product,0
1362783,3,I highly recommend this bag for carrying your laptop and it is nice that the laptop pocket is adjustable as well,1
492916,1,Bag is nice size,1
1205783,2,This is a fantastic bag for my airport travel,1
1689089,3,The Laptop pocket inside the large part is too small for my laptop,0
1303101,0,I travel a lot with 2 laptops a projector various computer accessories backup drives battery packs international electrical adapters and lots of power cables charging cables etc and also an iPod preamp and noise cancelling earphones,0
1697294,1,Well made and sizes are appropriate for the items I will be packing,1
1781870,2,Fit 9 tshirts in the large one,0
1515079,2,My other bag had a separate pocket for the charging cord etc,0
1169586,0,The hanger on the bag can not support the weight,0
1630736,15,Quilted side gives it a little more flair than usual multi pocket bags,1
1640391,1,I normally pack my laptop along with my iPad,0
1803023,2,Very high quality and it is easy on the shoulder to carry,1
1814131,1,The bag is well thought out in terms of design,1
1668185,1,The organization and versatility make it an essential addition to my bag collection,1
1778857,3,Seems well made and probably durable,1
1661548,1,It held up great but was big This meant that I could carry my 17 laptop but also an extra battery cables pens markers cards keys food medicine a tablet a notebook change and possibly a small bathroom bag and a change of casual clothes,0
1686051,0,Really soft beautiful leather,1
1155852,0,Well organized easy to find items compact well made,1
1479712,1,very nice good quality easy to carry,1
1487742,1,The bag is gorgeous and much more stylish than any standard computer bag,1
1637755,1,A quality lightweight international carryon with lots of cool little features,1
1561731,0,Well made well sized and easy to use,1
1191202,3,Excellent toilet kit,1
1727012,1,This combines both and is perfect for both business and personal travel,1
842618,0,It keeps great time,1
103043,2,For daily use I like having more card slots than is in this wallet,0
1384880,1,Awesome This makes my business trips so easy to pack for and everything stays organized,1
190755,2,Well placed pockets both inside and out,1
190755,5,But the removable laptop case and file folder are great for the small commuter jets and gate checking the bag,1
1698354,4,This means it doesnt always fit easily beneath an aisle seat,0
1418998,1,sturdy luggage great value,1
1399801,1,Light easy to carry,1
1803512,2,It's a good bag,1
1352928,2,A great little cooler for work,1
1471590,0,This little purse packs tons of storage compartments,1
1471590,1,Love the integrated wallet compartment in the middle,1
1045311,1,Very good padding to protect the laptop,1
1334871,4,Very light and holds wallet checkbook and miscellaneous with ease,1
741723,2,The wheels and attachment system are great what a wonderful idea,1
388056,0,I did like the little ornamental luggage lock that was included,1
225954,0,The material seems like a heavy duty rubber and the wheels are plastic,0
691197,2,And best of all its durable construction keeps it upright,1
1482313,0,Also a great travel companion,1
1504570,0,Appears to be well made with plenty of storage pockets,1
1528558,3,Great bag at a great price,1
1819181,1,It has a main compartment outside pocket and is easy to find everything needed,1
1357218,1,I especially like the extra compartment in the bottom to hold toothbrush razor and 3 bottles for liquids TSA approved bottles and toothbrush holder are supplied with the case,1
1462742,1,This bag is the perfect size not too big or too small,1
1335535,0,I found it easy to carry even with a fairly heavy load 15 lbs,1
1760521,0,perfect for travel perfect size and plenty of pocketscompartments for everything I need for vacations and available in colors to match any luggage purple in my case,1
1237062,0,The only issue is that there is not one pocket inside this cavernous bag,0
1023443,0,Very professional in appearance with quality leather,1
1694465,0,It's a great bag perfect for daily use,1
1285906,0,Keeps things nicely organized when traveling,1
1381713,2,The medium size fit easily into my checked bag as well as the carry on bag,1
1821047,1,The bag was perfect for my needs I use it for travel long trip and weekends,1
203780,1,This is the perfect solution,1
1730352,0,Good size and very durable,1
1112495,1,Very nice bag,1
1274582,2,Great texture on the spinner masks and resists exterior scratches and damage from baggage handlers,1
695751,2,Just large enough to carry the essentials,0
1550201,1,It fits a 157 laptop nothing bigger for those looking at this for a laptop,0
1551542,2,This flipped clutch is so much better for travel,1
1551542,4,It is compact and light weight,1
1734819,3,Very nice quality stylish and utilitarian,1
1794033,1,The slim cubes are good for packing socks underwear etc,1
1692579,0,The main compartment is fairly large but not excessive,0
1627325,2,Multifunctional urban and durable,1
1457551,1,It will hold a standard writing pad either inside or in the outside pocket,1
1042214,1,I like the size zip around feature and interior zip compartment and card slots and the wrist strap,1
1296360,1,Fits slot but doesnt use up slot of needed space in my suitcase,1
1161271,5,A good weekend bag,1
553372,6,Good size and several compartments,1
1499517,0,The only addition I would love is pockets on the waist belt,0
1650114,0,Love it Roomy attractive and perfect Feel stylish with a product that is roomy and soooooooo useful and functional,1
1718972,2,It is very light and is very spacious,1
1800457,0,No need for a wallet just unzip the back zipper and you have a well organized wallet,1
1648778,1,This little purse is great,1
1411119,3,Great item very functional love the ease of rolling the luggage,1
411843,0,Good for daily use,1
1465636,3,I weighed the bag when it was fully packed clothing and my laptop and it was 20 lbs,1
1538702,2,Perfect size to carry on,1
1112739,9,Nice but pocket space too small,0
1524827,0,Otherwise it is a very stylish option for a laptop bag,0
1377191,0,An expandable outside pouch to hold a water bottle would be a nice addon,0
1817765,0,Using the Mother Lode TLS 29 Wheeled Duffle gives me great versatility and organization,1
1760337,1,Pro large capacity for my bookspapers,1
1471752,0,The design allows for a flat packing as well as a number of creative solutions for including an enormous amount of toiletries within a compact space,1
1422539,4,I was looking for an smaller bag other than my back pack,0
1431201,0,You can see the quality on the fabric and the great eBags logo looks good,1
1162223,1,The perfect bag for longer trips,1
1081169,0,Very stylish Holds and organizes everything you need,1
1550353,0,The cubes were a great way to organize and compact my clothing,1
1717354,11,The compartments are great but the shoe compartment is a bit small if you have big shoe size,0
1783996,4,Very Nice Product,1
225263,1,Has a wide top opening 3,0
558163,4,High Durability review and Comfort Many of the messenger bags from acclaimed luggage brands Sherpani Osprey were laptopspecific,0
1245379,0,The size is perfect if you want a small bag,1
1245379,1,It has a sturdy inside pocket for the cell phone,1
922066,4,It is very nice and easy to wear,1
1580698,1,Love the color It is made well and looks very durable for airline travel,1
1479461,1,very roomy and easy to carry,1
1678970,5,I love the durability and style as well as the ergonomic design,1
1486404,3,Super nice bag tan leather looks great well constructed plenty enough room for Laptop and accessories plus some overnight supplies rolls well,1
1465608,1,This bag has a section for a change of clothes plus as well as a separate section for electronics and papers,0
1312430,7,I was pleasantly surprised at the number of storage pockets in the bag 3 zippered compartments 2 outside 1 inside 3 internal pockets 2 pen holders 1 outside pocket perfect for holding your boarding pass at the airport,1
463644,0,Very easy to use and kept the bag securely closed,1
504584,0,Durable bag and looks very nice and professional,1
885045,1,It is a good size,1
1076082,0,Great looking bag The look and feel is top notch professional,1
1300093,2,This is my fourth healthy back bag,0
1579813,3,Very sturdy smooth wheels lots of space,1
939599,0,The soft leather is nice an thick which will be good in colder weather,1
1579770,2,Very well constructed and very attractive bag,1
1814194,0,There are so many roomy compartments in this bag,1
1623752,0,This bag does not add any pressure,0
438962,5,This bag makes everything easy to carry and I have room for everything I need,1
367298,0,The front zipper pocket broke the first day,0
1629270,1,This was a great purchase,1
1735931,8,The mesh top makes it easy to identify what is in each cube,1
615240,2,But the bag itself is not waterproof for when its packed in my checked luggage,0
1607831,3,This is a wonderful small coin purse,1
1369795,0,Overall poor quality item,0
1203347,1,Easy to use great organization carryon size perfect for short trips,1
1642949,1,It is just about the perfect size,1
1743686,13,Very nice bag with good protection for the computer,1
1233657,2,Very good tote bag,1
1689013,0,It has a nice pocket for the coins and a good space for cards,1
547122,0,Beautiful and perfect size for me,1
1648714,1,Very durable the bag itself is lightweight,1
1784554,0,very well made bag very sturdy,1
1784554,1,The only thing I'd change is the over the arm velcro closure to a plastic clasp lock,0
1658584,0,This luggage is the perfect size for me to carry on a plane,1
1588253,4,Compact light and very stylish,1
1588253,7,NIce bag with plenty of useable space,1
531737,0,Was pleased with the easy ordering and quick shipping,1
457109,1,Adjustable strap so you can carry cross body or on shoulder,1
689405,1,Wonderful wristlet plenty of card slots and comparments to organize without the bulk,1
1710028,2,Love this little bag fits the 13 Macbook Air,1
1813297,3,love the bag love the side pockets for blackberry and other side for cell,1
1815796,2,One inconvenience is that there is not a double zipper in the main compartment,0
1495328,0,Comfortable and durable backpack,1
1556085,2,First the compression straps go farther around the bag and really do compress the size,1
1481944,3,Its very durable and solid without being bulky or heavy,1
1078746,7,Great bag great price,1
1815876,1,For me The ideas great but not big end for my makeup other toiletries,0
1377367,0,It has plenty of room for everything I need for short trips 3 full outfits shoes toiletries jacket bag of liquids etc,1
1502646,3,This is an excellent product that makes packing a breeze,1
146127,1,I love the color the feel and the overall durability of the bag,1
1810534,1,The long adjustable handle is a very nice feature if youre a taller person,1
445933,2,Just thin enough to carry comfortably in a front pocket,1
